author,text,likeCount,publishedAt
@RichardSilitonga-tz1sr,Dr menit awal smpe akhir china digempur.. posesion 75%.. accurate passing 80%.. bola mengalir baik.. dr klasemen kt masih bisa kejar.. Ayo semangattttt,0,2024-10-16T00:11:28Z
@rizalfirmansyah7504,"Pemain lokal selain Rizky Ridho dan Malik Risaldi, lebih baik dicadangkan dulu. Selebihnya pemain diaspora karena ini kualifikasi Pildun, bukan Asean lagi.",0,2024-10-16T00:11:25Z
@Fanypy4,"PEMAIN LOKAL BELUM SIAP MAIN DI AJANG SPRTI INI MASIH PANIKAN,DARI AWAL PERMAINANYA GAK JELAS...",0,2024-10-16T00:11:25Z
@PrinkyY-y8o,"Klu kalah, britanya cuma 1 atailu 2 Aja coba kl menang semua Brita pasti tentang indo. Ini yg saya GK suka .",0,2024-10-16T00:11:24Z
@hilmanlabelo9731,tetep TIMNAS GARUDA apapun hasilnya!!!!!!!!,0,2024-10-16T00:11:23Z
@rifkin.4011,"Yoo mari netizen dan media yg suka overproud ga usah ikut2an kritik yaaa, wkwkwk",0,2024-10-16T00:11:17Z
@bambangsudorso6675,Kenapa kapten Subasa ga ikutan Di Naturalisasi ya???? Wk wk wk wk,0,2024-10-16T00:11:11Z
@wilinusantara,"Witan no bakat kok Di mainkan sih
Cuma buang2 waktu
Mainkan dia wkwkkw",0,2024-10-16T00:11:08Z
@cupankofficial03,"Giliran kalah pada bilang bersyukur bersyukur, kemarin aja sombongnya kalian minta ampun 😌",0,2024-10-16T00:11:04Z
@novicofonty,Cinai ploduk2 dalam negri,0,2024-10-16T00:11:04Z
@Candra-ru7rz,"walau kalah tapi permainan timnas indonesia keren banget, PR pemain yaitu di finishing, tetap semangat garudaku jalan kalian masih panjang",0,2024-10-16T00:11:00Z
@alitopan3509,Medianya besar kepala bnyak brita brita palsu hanya nyari cuan doank,0,2024-10-16T00:10:56Z
@John-xo4dt,"Tetap semangat Garuda Indonesia 
Dan semoga nanti saya punya istri gadis dari China 🤲🤲",0,2024-10-16T00:10:37Z
@SitiJuriyah-bd3xv,Sty meremehkan lawan dia pikir ini uji coba merombak pemain trs knapa asnawi jadi kapten witan asnawi tdak pantas di mainkan di ajan pildun pantasnya di aff,0,2024-10-16T00:10:34Z
@RudiPoerawinata-qi1zc,Team national Indonesia terus menekan pertahanan team national cina tapi mau apa di kata kurang beruntung team national Indonesia hrus terus berlatih namanya kalah menang seri di pertandingan sepak bola sudah biasa ketum PSSI harus segera mencari kiper lagi u menambah pemain keturunan Indonesia spya bsa.menggantikan kiper Marteen paes kalau kalau cedera or sakit insya Allah di jkrta nanti team national Indonesia hrus bsa bangkit blaskan kekalahan atas cina team national Indonesia dan pemain keturunan Indonesia senior yang sedang proses naturalisasi sudah siap u memperkuat team national Indonesia,1,2024-10-16T00:10:25Z
@helgadwipangestu3256,Dikandang balassss,0,2024-10-16T00:09:51Z
@suardikayodex,"apapun hasilnya kita ttap suport timnas garuda,,
td mlm kita kalah tp mereka sdh berjuang,dan kita seluruh rakyat indonesia sdh mendukung lewat doa..",1,2024-10-16T00:09:49Z
@khanzaaurora9671,Netizen indo aja yg alay terutama media media indonesia sgat sgat alay terkadang sampai berita hoak atau pertandingan hoak di edit edit kmudian di upload . Sekarang Bung towel lah pemenangnya 😅😅😅 sudah pemain belanda main masih kalah kalah aja . Saya dukung lokal pred aja sama sama kalah lebih tidak memalukan dri pada udah bnyak pemain naturalisasi belanda tapi tetap kalah .,0,2024-10-16T00:09:41Z
@suryabagus5430,Ayo fans Indonesia... apakah kalia. Bisa sedikit menyombongkan diri lagi??,0,2024-10-16T00:09:39Z
@nadilapermatasari5579,Menang kalah dukung timnas kita...❤❤❤,0,2024-10-16T00:09:34Z
@serius.konspirasi,"Sayang banget dengan kualitas permain sebagus ini, TIMNAS GARUDA Belum bisa mendapatkan 3 Point....Tapi Tetap optimis, satukan dukungan untuk TIMNAS kita Tercinta ini..",0,2024-10-16T00:09:30Z
@bangnjay864,"Inilah imbas dari kesombongan para netizen pemuja STY dan Naturalisasinya, karma dan kutukan itu ada kawan2,",0,2024-10-16T00:09:22Z
@han.wijaya124,"Untuk penyerang dan pemain tengah Timnas udah Ok banget.
Tapi posisi bertahan saya lihat kurang fokus x ini.
Ini hanya opini saya.
Tetap semamgat GARUDA KU ,Kepakkan sayap mu di langit yg luas ini. Jangan berhenti terbang hanya karena badai yg kecil❤❤❤❤",0,2024-10-16T00:09:17Z
@ucupbachdim7291,Tetap bangga dengan permainan timnas skrg,0,2024-10-16T00:09:16Z
@suryadinwijayanto4032,"Kapten e ndak enek gunane, tiap enek konflik gk ketok... 
Serangan ko sisi kanan minus...",0,2024-10-16T00:08:18Z
@achmadwuliadi1351,Stiap pertandingan selalu eksperimen pemain 😢 sungguh di sayangkan padahal bukan uji coba,0,2024-10-16T00:08:14Z
@wongndesotv5840,"Perjalanan masih panjang,,garuda baru setengah kepakan sayap,,semangaaat,,kita pasti bisa,,,dikandang lawan masih bisa kurung musuh setengah lapangan tinggal pinising saja kurang sabar,,,hayu dukung garuda kita lebih tinggi💪💪💪",0,2024-10-16T00:08:13Z
@martabakmanis-q9v,Dari pada kurang jelas kalo mau duit cepet coba cari di google rokok 69 kalo ngga percaya lumayan iseng2 berhadiah,0,2024-10-16T00:07:53Z
@MuhammadZainuddin-ws8vd,"Indonesia hibat Kalah menang itu biasa..Nama nya bola bundar ga bisa di tubakk 2 1..Tetap indonesia hibat di mata ku..
Contoh arab Sama argantina 2 0..
Jangan saling menyalah pemain indonesia Kasih semangat buat negara indonesia",0,2024-10-16T00:07:53Z
@putraalive1948,Tolonglah jangan pada takut kritik pada STY... Klo emng blunder yg bilang aja.. jngn dibela mulu... Klo dibela mulu kapan sadarnya... Dr dulu kesalahan fatal sty ya cuma satu suka ngacak2 Starting line up yg gk masuk akal... Ky koci sty salah ya dkritik.. klo bener ya dibela. Jangan cuma jd SDM ya cuma ikut  ikutan mayoritas aja .. salam waras,0,2024-10-16T00:07:49Z
@idhamsaja7003,Terkubur sudah pertarungan runner up yang harus kita kejar😢😢,0,2024-10-16T00:07:46Z
@GyanParmono-l9d,Sty agak lain...ada apa dengan cina ...masalah ekonomi kah jd rela mengalah..,0,2024-10-16T00:07:38Z
@ramdanipermana3763,"Pelajaran dari pertandingan ini, ; jangan pernah menggangap remeh lawan",0,2024-10-16T00:07:27Z
@sigitheriadi4692,"Semangat timnas Indonesia, apapun yg terjadi kami selalu mendukung Mu...",0,2024-10-16T00:07:24Z
@suryozolo2637,"Masya iya benar, kita bakal jadi lumbung goll",0,2024-10-16T00:07:12Z
@saefulrizal1333,Pemain cadangan belum begitu padu,0,2024-10-16T00:06:49Z
@agisagisni4666,"China belajar dari kegagalan timnas kita saat melawan Bahrain,, dan mengajarkan pada kita bagaimana caranya mengamankan 3 poin yg nyata",0,2024-10-16T00:06:37Z
@idhamsaja7003,"Siap"" Qt di serang dr malaysia dan vietnam karna kesombongan kita😂😂",0,2024-10-16T00:06:34Z
@dayangSumbi-m1s,Mau masuk piala dunia susah banget kemarin wasit ekor sekarang pelatihnya yang eror haduhhhhh,0,2024-10-16T00:06:29Z
@afihisa,Ini kesalahan pelatih nathan di jadikan pemain belakang.,0,2024-10-16T00:06:24Z
@umminabila129,"TERIMAKASIH COACH STY YANG SUDAH MAU MELATIH TEAM NASIONAL INDONESIA, ANDA YANG TERBAIK SAAT INI. MAJU TERUS COACH STY. ABAIKAN CACIAN DAN HINAAN. TERIMAKASIH STY.",0,2024-10-16T00:06:17Z
@omanbalor8491,Measss helger asnawi kenapa maenyah gituh bageet..,0,2024-10-16T00:06:17Z
@sarno1408,"Blunder STY minta cepat pemain natural gak dipasang
Zooong juga",0,2024-10-16T00:06:06Z
@gantar85,"Sebenarnya Permainan Timnas sangat baik, cuma didaerah kotak finalty lawan, tidak sabar dalam melakukan tembakan ke gawang china, coba sabar, fokus, dan aku yakin 100% menang",0,2024-10-16T00:06:03Z
@bangnjay864,6 laga kalau kalah  terus gimana young mau bertahan terus!!!!,0,2024-10-16T00:05:55Z
@kangde84,😂babak ke 1 Berantakan,0,2024-10-16T00:05:55Z
@gajaliRahman-me5dn,"Semua pemain ingin mencari gol 😂😂😂 tapi tidak mau over sama kawan ,apalgi dlm BOK 16m SDH bingung kmn arah bola yg pas jadi goooll😂😂",0,2024-10-16T00:05:47Z
@hermanmansoor6362,pecat STY,0,2024-10-16T00:05:46Z
@mukhlisrozak528,"Ayo mau salahin siapa lagi?

Timnas bermain bagus, tapi Tim cina bermain lebih bagus.
Usaha yg bagus buat timnas Indonesia",0,2024-10-16T00:05:22Z
@Angga1011-m5p,"Menurut permainan indo lebih mendominan dengan prosession 76% banding 24%
Tapi pertahan kurang fokus untuk kedepannya lebih fokus lagi mainnya ayok ayok pasti bisa finish posisi 3atau 4",0,2024-10-16T00:05:08Z
@nurulyakien3203,"Alhamdu.. kita kalah.. ini bukti klo wasit nya fair play kita gak nyerang sp2 , dan gk banyak alasan.. kita menerima kekalahan dengan cara ter hormat",0,2024-10-16T00:05:04Z
@suwandiip7960,Keep Stronger,0,2024-10-16T00:04:38Z
@MelaniMeisya,Good,0,2024-10-16T00:04:35Z
@Fireflies677,Wkwkw ... malaysia aja menang 3-1 loh di stadion ini,0,2024-10-16T00:04:35Z
@Mamunidzesjamjuri,Pengguasaan bola menang tp sayang penyerang kita kurang gacor dpn gawang china,0,2024-10-16T00:04:32Z
@davidmaking1011,Kasihan....,0,2024-10-16T00:04:28Z
@kingpower960,"Tetap salut sama timnas kwalitasnya sangat tinggi.... 
Kalah tapi tidak kalah memalukan dengan peringkat atas. 
Semnagttt timnas ku 💪💪💪",0,2024-10-16T00:04:20Z
@FortunFortuna,Permainan Timnas Indonesia di babak pertama sungguh tidak wajar,0,2024-10-16T00:04:19Z
@don.maullana,KITA BALAS DI LIGA DANGDUTT,0,2024-10-16T00:04:14Z
@Spbu-km1cy,"Kita hanya kurang beruntung, dari segi permainan kita jauh lebih unggul ❤ semangaat indonesia",0,2024-10-16T00:04:12Z
@gafiabqari2769,Sty biang kerok dibabak pertama,0,2024-10-16T00:03:48Z
@umminabila129,"Argentina, Brazil, Jerman dll. Semua pernah kalah sebelum menjadi JUARA. sekarang TEAM NAS mulai bangkit, jika kalah jangan hujat...jika menang selalu bersyukur....Teruskan Prosesmu Team Nas menjadi Sang JUARA.",0,2024-10-16T00:03:42Z
@MaanAmandus,"saya tidak pernah kecewa dengan tim yg demikin ini, kita selalu tegak muka, hanya kurang beruntung saja.",0,2024-10-16T00:03:36Z
@bangnjay864,Tembok china itu kokoh bro!!! Sty miskin taktik,0,2024-10-16T00:03:35Z
@aguslaswanto5336,"dari segi permainan sudah bagus! tinggal lawan japan.kita kurang beruntung saja?pengusaan bola 70 vs 30 itu termasuk sejarah!!cataat itu nitizen""jngn kalah dicaci kalau menang di sanjung!!maunya menang terus.........?gk jadi bulan bulanan sama japan arab bahrain itu sudah prestasi yg penting itu regenerasi setelah kualifikasi ini!!paham nitizen 62?",0,2024-10-16T00:03:28Z
@wanrid360ib,"Terlalu anggap remeh lawan, kita butuh point goal kebanyakan nafsu taktik😢",0,2024-10-16T00:03:25Z
@inirumahkubaru,STY kurang pakem siapa siapa yang main di starting line up....mungkin masih coba coba pemain...belum nanti klo kedatangan kevin diks...,0,2024-10-16T00:03:12Z
@zeviyunus397,Maarten Paes tetep gue support pokoknya ! ❤❤❤,0,2024-10-16T00:02:28Z
@hendramuchtar8609,"Riski Rido,arhan ,di mainkan babak ke dua ,",0,2024-10-16T00:02:26Z
@dwibudiisworo4260,Babak ke 2 formasi yg sesungguhnya mainya bagus,0,2024-10-16T00:02:24Z
@mirozonim,greget ama witan anjr,0,2024-10-16T00:02:16Z
@ahmadjailani1198,"Disini china hanya kebetulan menang melawan Indonesia,, sedangkan dr segi permainan Indonesia sangat mendominasi permainan,,",0,2024-10-16T00:02:16Z
@suemsuem7085,Terlalu meremehkan China...komentator bnyk omong remehkan China..,0,2024-10-16T00:01:53Z
@estehkantinituenyak,"Permainan Timnas Indonesia sudah sangat Bagus sekali....
Mungkin permainan di babak pertama Tim Nasional Indonesia Banyak Kesalahan (Blunder)...
Tetap Semangat WAHAI Tim Nasional Indonesia Garuda...
Alhamdulillah....
🤲🤲💪💪😘😍🥰🔥🔥🔥🏡",0,2024-10-16T00:01:46Z
@BosEndang-n4t,Kesalahan besar STY penyebab kekalahan timnas,0,2024-10-16T00:01:43Z
@Zxppqwmnlkaavgty,Sengaja ngalah biar nggak ditagih utang nya..,0,2024-10-16T00:01:23Z
@RahmatHermawanGrab,Ayo semangat indonesia masih ada peluang untuk aff,0,2024-10-16T00:01:23Z
@666AJA,"Qualifikasi piala dunia hanyalah untuk uji coba pemain saja, untuk mempersiapkan team yang terbaik untuk menghadapi turnamen yang sesungguhnya yaitu piala AFF",0,2024-10-16T00:01:05Z
@umminabila129,"Latihan terus jangan patah semangat...hidup masih panjang.
BERMAIN LEBIH CERDAS. Anda punya pelatih HEBAT. PUNYA PSSI YANG KUAT. DAN FANS FANATIK. DUKUNG TERUS TEAM NASIONAL INDONESIA KE PENTAS DUNIA.",0,2024-10-16T00:01:04Z
@harjantosarehas1154,Rido dan arhan psg dri menit awal....STY kurang jeli...,0,2024-10-16T00:00:59Z
@brignusa499,King Asean kalah ya hihi...😜,1,2024-10-16T00:00:58Z
@panwasludistrikwaropenbawa8927,"Tanggapan saya dengan Permainan Seperti ini, Indonesia Layak Menjadi Juara. Ini Perkembangan Sepakbola Yang Luar biasa Sejauh ini. Semangat GARUDA INDONESIA",2,2024-10-16T00:00:47Z
@the_kurniawans,"Netizen terlalu meremehkan bakal menang mudah lawan china, pelatih juga hrs instrospeksi gk perlu memaksakan mainkan pemain lokal kalau memang kemampuannya belum selevel, jd hancur permainan. Lagi bagus build up serangan, pas sampai di asnawi runyam dan itu berulang kali terjadi",0,2024-10-16T00:00:43Z
@duanketapang8865,Pemain China penguasaan bolanya gak seberapa masih bagusan timnas,0,2024-10-16T00:00:39Z
@adedam7700,"Kayaknya terlalu berani cadangin Thom Haye di laga genting gini, Eliano dicoret. Apaan dah... Asnawi mustinya kunciin di Toilet.
Trimakasih TimNas 🙏",0,2024-10-16T00:00:27Z
@atabikalhuda1393,Perjuadian seorang pelatih,0,2024-10-16T00:00:26Z
@yayasuhaya1453,Gol pertama China murni kesalahan fatal pemain belakang timnas 😂😂😂,0,2024-10-16T00:00:26Z
@Ibrahim-rg5nx,"Pertandingan Indonesia yg sangat baik, berjuang terus squad Garuda 🔥🔥🔥",0,2024-10-16T00:00:10Z
@Radharmono137,Indonesia kalahh😄,0,2024-10-16T00:00:05Z
@agamagem6222,"Tim rata2 usia Muda punya prospek utk trs berkembang dibutuhkan pengalaman dan kematangan serta konsistensi, tetap semangat Garuda ku ❤ ,  realistis sih ini tim masuk 100 besar Dunia",0,2024-10-16T00:00:05Z
@agungkurniawan122,"Selesai sudah piala dunia
Tapi semoga edisi piala dunia selanjutnya kita bisa lolos",0,2024-10-15T23:59:59Z
@irwansyahiwan1239,"Mereka bermain luar biasa, mari tetap dukung.",0,2024-10-15T23:59:39Z
@Padamara-s9y,"Main dominan tapi kalah, sayang sekali kurang beruntung. Semoga ke depan bisa berhasil",0,2024-10-15T23:59:35Z
@wagiono2654,"semua lawan kualifikasi rond 3 bukan kejuaraan aff,sudah pasti permainan rata bagusnya,kmi akui keberuntungan ada pada china",0,2024-10-15T23:59:15Z
@agisagisni4666,"Semoga dimasa depan siapapun pelatihnya,, 100℅mengatur permainan team tanpa adanya hasutan atau permintaan dari luar",0,2024-10-15T23:59:07Z
@Kakaka0606,"Terlena oleh media, hancur karena kesombongan..",0,2024-10-15T23:59:05Z
@umminabila129,Team Nas sedang berproses menjadi JUARA.,0,2024-10-15T23:58:55Z
@iamzaky9934,Sintangting sedang memasak 😂😂😂😂😂😂,0,2024-10-15T23:58:49Z
@ademashuri5574,Calvin verdonk akurasi passingnya sangat keren 🤩🤩,0,2024-10-15T23:58:45Z
@soalagogomlbb,"Ngapain di masukkan Asnawi dan marselino
Blunder STY kali ini",0,2024-10-15T23:58:40Z
@indrafauzhi5565,Neg gak kalah seri kpn isok terbang tinggi,0,2024-10-15T23:58:33Z
@yesoke,"Terima kasih timnas, sekarang sdh kembali ke habitat aslinya, jadi juru kunci",1,2024-10-15T23:58:31Z
@wahyusudrun3285,"Salah di line up si , harusnya pake line Up pas lawan Bahrain, trus jordi ganti sama Rizky ridho udah itu mantep Harusnya pake line Up itu , eh malah Experimen 😂 , 
Oke tetap semangat , masih ada peluang 4 besar Semangat"" hanya beda 2 poin dengan peringkat 2 juga",0,2024-10-15T23:58:25Z
@rapidabdulmadjid,Hanya faktor keberuntungan... permainan sudah bagus,0,2024-10-15T23:58:24Z
@Suyanto2612,Blunder blunder terlalu anggap enteng lawan..tujuan pak erik naturalisasi grade A hanya satu yaitu MENANG..bukan utk pajangan bukan utk cadangan ..blunder ..maaf ini murni kesalahan sty.,0,2024-10-15T23:58:18Z
@Neutral71,"Masih ada kesempatan. China aja yg udah kalah 3x masih optimis, masak kita yg baru kalah sekali udh langsung pesimis. Semangat!!!",0,2024-10-15T23:58:04Z
@mokhtarsatria1992,STY out..!!!,0,2024-10-15T23:57:51Z
@MarvelSnapSnapSnap,"Indonesia main bagus, ketinggalan full menyerang. China hanya bertahan mrk parkir bus. Sekelas barca mun melawan parkir bus akan kesulitan mencetak gol",0,2024-10-15T23:57:36Z
@tisonsapriono,"salah satu kekurangan dari tim Indonesia dari dulu terlalu jumawa dan terlena dengan pujian. kalo sudah di puji sana sini, sudahlah langsung gak konsisten main nya. tapi biar gimana pun, selalu kita hargai dan beri apresiasi buat para pemain atas kerja keras dan perjuangan nya 👍👍",1,2024-10-15T23:57:28Z
@dhikabordirchanel3777,"Dr awal sebelum bermain sudah menyepelekan china bakal dpt point dll...makanya china smakin semangat.
Klo ini mnurutku pure ksalahan STY sih,dia ubah lagi pemain2 intinya. Terlalu sembrono.",0,2024-10-15T23:57:08Z
@boys4704,"Terlalu di puji akhirnya seperti ini
Klo mau muji itu sekelas Argentina Spanyol atau JERMAN si wajar
Ini baru masuk rounde 3 udh berasa juara piala Asia 😢",0,2024-10-15T23:56:51Z
@tcell5641,Bisa bisa nya kalah lawan cina,0,2024-10-15T23:56:50Z
@agisagisni4666,"Kasihan PSSI ku,, banyaknya tekanan kepada pelatih untuk memainkan lokal ,,, dan terbukti dengan 2 gol kebobolan di babak awal,,, karena team lawan sisi kelemahan team kita dari sisi yg dihuni lokal",0,2024-10-15T23:56:39Z
@merielriris1040,Ga demen gw ama witan apa bagusny,0,2024-10-15T23:56:32Z
@harysusanto4463,"Menang atau kalah adalah bagian dari pertandingan.
Teruslah berjuang GARUDAKU",0,2024-10-15T23:56:28Z
@Wisatajogja91,"Ngk ada shooting blasss, harus nya bernau shoting, taoi fisik semangat  josss Indonesia, sampai cina pada krammm, wasit bagus. Besok lagi jangan pasang yang belum dimainkan dr awal coachhh, shane, witan, asnawi",0,2024-10-15T23:56:14Z
@Shinoda.20,Full naturalisasi setuju sih. Maaf pribumi/lokal nanti dulu aja. Kembangin diri dulu aja deh,0,2024-10-15T23:56:14Z
@targetgettarget6048,Bagi saya masih terasa mimpi karena permainan Garuda seperti pemain kls erofa 😊❤❤❤❤❤❤ Garuda d dada,0,2024-10-15T23:56:07Z
@mastersosiologi778,"Sepertinya yang lokal, mesti dikasih masuk di akhir babak kedua!😂🤔🤝🙏",0,2024-10-15T23:56:06Z
@muhamadmulyoagung4553,Pecat,0,2024-10-15T23:56:05Z
@aswandi231,Indonesia harus bisa serangan balik,0,2024-10-15T23:55:59Z
@muhamadmulyoagung4553,STY OUT.,0,2024-10-15T23:55:49Z
@udaadi,"Maka nya tetap rendah  dikit goreng goreng tetangga sebelah kebiasaan warga62 
Pemenang cukup itu di buktikan jangan goreng sana sini.",0,2024-10-15T23:55:46Z
@joearmstrong5117,Indonesia bermain agresif bisa menguasai pertandingan tinggal bagaimana memaksimalkan peluang sekecil mungkin agar menjadi goal,0,2024-10-15T23:55:33Z
@JikunWic,Ini tumben2 liat China main rapih.. 😢😢,0,2024-10-15T23:54:49Z
@ukazofficial,🎉🎉🎉🎉Indonesia semangat......... Bakar semangatmu...... Gasssssss,0,2024-10-15T23:54:18Z
@panahari-nf8rw,Habis sudah enggk ada harapan lagi,0,2024-10-15T23:54:16Z
@XuiranliHermanxuiranliXuiranli,"Formasi 4-3-3 A,b,c,d atau 4-3-2-1 atau 4-3-1-2 baru kereeen. tidak pernah kalah paling menang dan seri lebih bnyk menang....",0,2024-10-15T23:54:11Z
@videostartchannel6148,Padahal china kalo d sepak bola cuman menang Fisik.Tapi koq kalah😂.Apa chiba yg beruntung atau ....😂,0,2024-10-15T23:53:53Z
@zimienizar493,"Dewi Fortuna belum berpihak.
Semangat Garuda 🔥🏆🏆🏆",1,2024-10-15T23:53:47Z
@NisaNisa-pe1cn,Terlalu ambisi dengar naturalisasi smpai pemain lokal di abaikan,0,2024-10-15T23:53:35Z
@fauzifauzi2194,"Setiap match selalu merubah format nya di awal, harus di tengah pertandingan aja",0,2024-10-15T23:53:28Z
@mixedvideo194,pelit amat live strimingnya diyotob RCTI..pas saya lagi keluar gak ada TV..pegang hp doang gk bisa nonton..kedepanya tolonglah RCTI live strimingkan di yotob,0,2024-10-15T23:53:09Z
@banteng.widiantomo,Mantappp walau kalah! Tetap mental berjuangg,0,2024-10-15T23:53:07Z
@Cm20414,Full kesalahan STY,0,2024-10-15T23:52:53Z
@yogipranoto6018,Asnawai n witan kacau mainan nya 😢😢😢😢,0,2024-10-15T23:52:41Z
@abdulmutholib8639,Ini baru wasitnya benar untuk waktu tambahan gk kayak wasit yg itu,0,2024-10-15T23:52:41Z
@poldasutarno2004,main bola itu fator keberuntungan itu 70% karena bola itu bundar...yg 30%adlh skill para pemain..lihat presentase penyerangan...Timnas Garuda jauh lebih unggul...,0,2024-10-15T23:52:30Z
@agussampah7735,Salut Dengan Timnas Indonesia walaupun kalah. dibabak ke 2 menguasai pertandingan penuh..,0,2024-10-15T23:52:12Z
@kristonani4107,Senang sekali liat tim nas kita main sdh bnyak perubahan 😊,0,2024-10-15T23:52:09Z
@Yb0114,"Santai bro, inilah pertandingan ada menang ada kalah, tetap dukung timnas dan pelatih.",0,2024-10-15T23:52:08Z
@ElisabethAmbg,Bagi saya kekalahan td malam cm karena ada kelengahan di lini belakang Timnas tapi pada keseluruhan nya TIMNAS sudah menampilkan yg terbaik kalau wasitnya seperti ini walau kalahpun kita Terima dengan lapang dada bravo buat wasit dan Timnas kita 🔥🔥🔥,0,2024-10-15T23:52:05Z
@zihana.ryntii,Biasa kalah melulu cinamah sama ind,0,2024-10-15T23:51:42Z
@amrinpane861,Menang dan kalah kita hrus ttp belajar mendukung penuh timnas. Jgn sprti dl menang puji berlbihn kalah dcaci maki saatnya era baru dukung penuh,0,2024-10-15T23:51:41Z
@hoseagevin3306,Tetap kubanggakan...,0,2024-10-15T23:51:34Z
@Prajurit1066,"0:18 formasi macam apa ini?
Coach shin ada apa denganmu????",0,2024-10-15T23:51:30Z
@hartisubuki5568,Tetap dukung Garuda.semangatttt,0,2024-10-15T23:51:19Z
@aswandi231,Mau tim rendah mau tim atas kita harus berhati hati pelajaran buat spy tidak meremehkan lawan,0,2024-10-15T23:51:17Z
@RWC1979,"Bang jay hoky klo jadi capten,knpa si asnawi 😂",1,2024-10-15T23:51:02Z
@ariyadwipangga1935,Mohon Asnawi jangan dipasang lagi.. Asnawi buat piala Aff aja lebih cocok..,1,2024-10-15T23:50:54Z
@masadam3170,"Menurut saya pribadi ..
Kenapa rizki ridho tdk dimainkan dr awal 
Krena chmestry dengan bang jay di lini blkng  selama ini  ckup baik.

Menurut saya stater lawan bahrain suda bagus ..

Arhan membawa hoki .
Lemoaranya bisa jadi gol.
Meskipun ada kemelut",0,2024-10-15T23:50:32Z
@Ragiljaya76,"Permainan timnas sangat baik, cuma faktor keberuntungan aja",0,2024-10-15T23:50:13Z
@emilsalim5674,"Menang Kalah Biasa Tetap Semangat Kita Balas di GBK nanti,secara Permainan Sudah Cukup Bagus 🔥🔥🔥",0,2024-10-15T23:50:06Z
@sutanbambangmandarojambak9215,"Terlalu meremehkan china,dan Stop memainkan Asnawi berkali-kali melakukan kesalahan dan hal yang tidak berguna bermain hanya modal ngotot tanpa modal otak,formasi 3-5-2 shin tae yong sama hal nya seperti Australia dimana china lansung membobol mereka dengan bola cepat maupun bola direct,kenapa shin tae yong melakukan hal yg sama?",0,2024-10-15T23:50:03Z
@dewaperamudia182,Sty kepedean makanya blunder,0,2024-10-15T23:50:02Z
@teguhharyanto9387,"Sekarang saatnya kita kembali menapak ke bumi...kita dukung timnas untuk terus berkembang, dari segi organisasi permainan sudah sangat meningkat, PR nya saat ini bagaimana bisa bikin gol yg banyak ke gawang lawan. Semangat Indonesia, kita pasti bisa....!!!",0,2024-10-15T23:50:00Z
@dedenkomarudin4715,Pemain cina banyak dramanya,0,2024-10-15T23:49:54Z
@mbohsopo717,"maen bola tidak sekedar mendatangkan pemain diaspora…bermain adalah soal rasa, kenikmatan, kebersamaan, kecerdasan, kesepahaman visi dll……dari awal sdh komentar bahwa tidak bisa membentuk tim kuat hanya dgn seperti….klo mikirnya instan ngapain diaspora mahal2 datangkan sj pemain afsel ato ghana gampang…..mboh mikire Erik iki piye……habiskan anggaran miliaran spt ini wis2……koplak dagelan tok",1,2024-10-15T23:49:52Z
@Boedy83motovlog,Hahhahaahahaa,0,2024-10-15T23:49:45Z
@southsearbi110,"ganti aja judulnya
full highlight blunder starting11 STY",0,2024-10-15T23:49:33Z
@Wisatajogja91,"Harusnya line up seperti Bahrain, malah beda😮😮😮😮😮😮😮",0,2024-10-15T23:49:31Z
@agisagisni4666,"Jujur,, sangat kecewa,, kenapa disaat butuh 3 poin,,, koq malah tidak menurunkan full team di babak awal,,, 😢",0,2024-10-15T23:49:24Z
@doni_xt97,Harusnya ada Ricky kambuaya,0,2024-10-15T23:49:19Z
@Ragiljaya76,"Apapun hasilnya Indonesia tetap dihati maju terus timnas ku, Indonesia kuat Indonesia menang",0,2024-10-15T23:48:53Z
@kharissunnafandi8706,Yang menang bahagia.. yg kalah menjelaskan..,0,2024-10-15T23:48:46Z
@Jek-h5b,"Hahaha semangat lagi yeee😅
Pemain Pemain Indonesia Timur cuman jadi penonton",0,2024-10-15T23:48:45Z
@ganangdwi6393,"Disini yang permainan nan buruk, Asnawi, Shane , witan. 3 pemain ini under perfom",0,2024-10-15T23:48:31Z
@maryonrandubada9295,Timnas tetap yg terbaik dgn mental dan tehnik bermain.,0,2024-10-15T23:48:28Z
@mahmudchushoiri3738,Kalah menang nasib juga  namanya bola bulat,0,2024-10-15T23:48:08Z
@juliyanhermawanto6384,Belom sanggub menang,0,2024-10-15T23:47:55Z
@andriandri4681,semnguuuutt masih panjang perjalanan jgn patah 😊😊💪🔥🔥🔥🙏❤❤❤❤🎉🎉,0,2024-10-15T23:47:33Z
@gitasetiawan5623,Sampai kapanpun gak bakalan masuk piala dunia kalau lini belakang slalu ada kesalahan,0,2024-10-15T23:46:57Z
@AHurri,"Salah pasang pemain dan gak ada strategi, STY minim strategi",0,2024-10-15T23:46:52Z
@merielriris1040,Witan keluarin gantiiiii,0,2024-10-15T23:46:51Z
@gamafo9914,"Maennya udah keren tapi belum ada rejeki kita untuk menang, berjuang terus dan tetap semangat",0,2024-10-15T23:46:50Z
@MARDAJR-qf7wn,permainan sangat hagus dri timnas 1DN,0,2024-10-15T23:46:20Z
@muhammadfahri.1356,"STY blunder,,,,,, jgn kebanyakan minum kopi luwak coach, nti kembung.....",0,2024-10-15T23:46:15Z
